"taxonID","acceptedTaxonID","synonymyStartUseDate","synonymyEndUseDate","kingdom","phylum","class","order","family","subfamily","tribe","genus","subgenus","speciesGroup","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","taxonRank","vernacularName","nameAccordingTo","nameAccordingToID","d20LocalityStatusSource"
"PHISP1","PHISP1",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Harpalini","Philodes","Goniolophus",,"sp.",,"Philodes (Goniolophus) sp.","Casey","subgenus",,"Retrieved Oct 07, 2014 from the Integrated Taxonomic Information System on-line database, http://www.itis.gov.","www.itis.gov","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"PHISP2","PHISP2",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Harpalini","Philodes",,,"sp.",,"Philodes sp.","LeConte","genus",,"Retrieved Oct 07, 2014 from the Integrated Taxonomic Information System on-line database, http://www.itis.gov.","www.itis.gov","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"PHISP3","PHISP3",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Lebiini","Philorhizus",,,"sp.",,"Philorhizus sp.","Hope","genus",,"Retrieved Oct 07, 2014 from the Integrated Taxonomic Information System on-line database, http://www.itis.gov.","www.itis.gov","multiple sources based on child taxa"
"PHISP4","PHISP4",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Lebiini","Philophuga",,,"sp.",,"Philophuga sp.","Motschulsky","genus",,"Retrieved Oct 07, 2014 from the Integrated Taxonomic Information System on-line database, http://www.itis.gov.","www.itis.gov","multiple sources based on child taxa"
"PHIVIR","PHIVIR",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Lebiini","Philophuga",,,"viridis",,"Philophuga viridis","Dejean","species",,"Retrieved Oct 07, 2014 from the Integrated Taxonomic Information System on-line database, http://www.itis.gov.","www.itis.gov","Retrieved Oct 07, 2014 from the Integrated Taxonomic Information System on-line database, http://www.itis.gov."
"PHIVIR1","PHIVIR1",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Lebiini","Philophuga",,,"viridicollis",,"Philophuga viridicollis","LeConte","species",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"PHIVIR2","PHIVIR2",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Lebiini","Philophuga",,,"viridis","amoena","Philophuga viridis amoena","LeConte","subspecies",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"PHIVIR3","PHIVIR3",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Lebiini","Philophuga",,,"viridis","horni","Philophuga viridis horni","Chaudoir","subspecies",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"PHIVIR4","PHIVIR4",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Lebiini","Philophuga",,,"viridis","klamathea","Philophuga viridis klamathea","Larson","subspecies",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"PHIVIR5","PHIVIR5",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Lebiini","Philophuga",,,"viridis","viridis","Philophuga viridis viridis","Dejean","subspecies",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"PHLHER","PHLHER",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Lebiini","Phloeoxena",,,"herculeana",,"Phloeoxena herculeana","Ball","species",,"Retrieved Oct 07, 2014 from the Integrated Taxonomic Information System on-line database, http://www.itis.gov.","www.itis.gov","Retrieved Oct 07, 2014 from the Integrated Taxonomic Information System on-line database, http://www.itis.gov."
"PHLPOR","PHLPOR",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Lebiini","Phloeoxena",,,"portoricensis",,"Phloeoxena portoricensis","Darlington","species",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Wolcott, G. N. 1948. The Insects of Puerto Rico: Coleoptera. The Journal of Agriculture of the University of Puerto Rico 32:225-231."
"PHLSIG","PHLSIG",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Lebiini","Phloeoxena","Oenaphelox",,"signata",,"Phloeoxena signata","Dejean","species",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"PHLSP","PHLSP",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Lebiini","Phloeoxena","Oenaphelox",,"sp.",,"Phloeoxena (Oenaphelox) sp.","Ball","subgenus",,"Retrieved Oct 07, 2014 from the Integrated Taxonomic Information System on-line database, http://www.itis.gov.","www.itis.gov","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"PHLSP1","PHLSP1",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Lebiini","Phloeoxena",,,"sp.",,"Phloeoxena sp.","Chaudoir","genus",,"Retrieved Oct 07, 2014 from the Integrated Taxonomic Information System on-line database, http://www.itis.gov.","www.itis.gov","multiple sources based on child taxa"
"PHRRIC","PHRRIC",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Trechinae","Bembidiini","Phrypeus",,,"rickseckeri",,"Phrypeus rickseckeri","Hayward","species",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"PHRSP","PHRSP",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Trechinae","Bembidiini","Phrypeus",,,"sp.",,"Phrypeus sp.","Casey","genus",,"Retrieved Oct 07, 2014 from the Integrated Taxonomic Information System on-line database, http://www.itis.gov.","www.itis.gov","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"PHYHIR","PHYHIR",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Paussinae","Ozaenini","Physea",,,"hirta",,"Physea hirta","LeConte","species",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"PHYSP","PHYSP",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Paussinae","Ozaenini","Physea",,,"sp.",,"Physea sp.","Brullé","genus",,"Retrieved Oct 07, 2014 from the Integrated Taxonomic Information System on-line database, http://www.itis.gov.","www.itis.gov","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"PIESP","PIESP",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Pterostichini","Piesmus",,,"sp.",,"Piesmus sp.","LeConte","genus",,"Retrieved Oct 07, 2014 from the Integrated Taxonomic Information System on-line database, http://www.itis.gov.","www.itis.gov","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"PIESUB","PIESUB",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Pterostichini","Piesmus",,,"submarginatus",,"Piesmus submarginatus","Say","species",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"PINABB","CYMABB",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae",,,"Pinacodera",,,"abbreviata",,"Pinacodera abbreviata","Casey","species",,"Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera: Adephaga) of America, north of Mexico. ZooKeys 245:1-1722.","doi: 10.3897/zookeys.245.3416",
"PINAMP","CYMAMP",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae",,,"Pinacodera",,,"ampliata",,"Pinacodera ampliata","Casey","species",,"Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera: Adephaga) of America, north of Mexico. ZooKeys 245:1-1722.","doi: 10.3897/zookeys.245.3416",
"PINATR","CYMATR",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae",,,"Pinacodera",,,"atripennis",,"Pinacodera atripennis","Casey","species",,"Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera: Adephaga) of America, north of Mexico. ZooKeys 245:1-1722.","doi: 10.3897/zookeys.245.3416",
"PINBLA","CYMBLA",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae",,,"Pinacodera",,,"blanda",,"Pinacodera blanda",,"species",,"Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera: Adephaga) of America, north of Mexico. ZooKeys 245:1-1722.","doi: 10.3897/zookeys.245.3416",
"PINCOM","CYMCOM",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae",,,"Pinacodera",,,"complanata",,"Pinacodera complanata",,"species",,"Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera: Adephaga) of America, north of Mexico. ZooKeys 245:1-1722.","doi: 10.3897/zookeys.245.3416",
"PINLIM","CYMLIM",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae",,,"Pinacodera",,,"limbata",,"Pinacodera limbata","Dejean","species",,"Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera: Adephaga) of America, north of Mexico. ZooKeys 245:1-1722.","doi: 10.3897/zookeys.245.3416",
"PINOBS","CYMOBS",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae",,,"Pinacodera",,,"obscura",,"Pinacodera obscura","Casey","species",,"Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera: Adephaga) of America, north of Mexico. ZooKeys 245:1-1722.","doi: 10.3897/zookeys.245.3416",
"PINPLA","CYMPLA2",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae",,,"Pinacodera",,,"platicollis",,"Pinacodera platicollis","Say","species",,"Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera: Adephaga) of America, north of Mexico. ZooKeys 245:1-1722.","doi: 10.3897/zookeys.245.3416",
"PINPUN","CYMPUN1",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae",,,"Pinacodera",,,"punctifera",,"Pinacodera punctifera",,"species",,"Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera: Adephaga) of America, north of Mexico. ZooKeys 245:1-1722.","doi: 10.3897/zookeys.245.3416",
"PINPUN1","CYMPUN2",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae",,,"Pinacodera",,,"punctigera",,"Pinacodera punctigera","LeConte","species",,"Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera: Adephaga) of America, north of Mexico. ZooKeys 245:1-1722.","doi: 10.3897/zookeys.245.3416",
"PINSUB","CYMSUB",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae",,,"Pinacodera",,,"subcarinata",,"Pinacodera subcarinata","Casey","species",,"Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera: Adephaga) of America, north of Mexico. ZooKeys 245:1-1722.","doi: 10.3897/zookeys.245.3416",
"PIOSET","PIOSET",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Harpalini","Piosoma",,,"setosum",,"Piosoma setosum","LeConte","species",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"PIOSP","PIOSP",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Harpalini","Piosoma",,,"sp.",,"Piosoma sp.","LeConte","genus",,"Retrieved Oct 07, 2014 from the Integrated Taxonomic Information System on-line database, http://www.itis.gov.","www.itis.gov","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"PLAAGI","PLAAGI",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Platynini","Platynus","Microplatynus",,"agilis",,"Platynus agilis","LeConte","species",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"PLAANG","PLAANG",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Platynini","Platynus","Batenus",,"angustatus",,"Platynus angustatus","Dejean","species",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"PLABRU","PLABRU",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Platynini","Platynus","Platynus",,"brunneomarginatus",,"Platynus brunneomarginatus","Mannerheim","species",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"PLACAZ","PLACAZ",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Platynini","Platynus","Dyscolus",,"cazieri",,"Platynus cazieri","Liebherr and Will","species",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"PLACIN","PLACIN",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Platynini","Platynus","Batenus",,"cincticollis",,"Platynus cincticollis","Say","species",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"PLACOH","PLACOH",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Platynini","Platynus","Trapezodera",,"cohni",,"Platynus cohni","Liebherr and Will","species",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"PLADAV","PLADAV",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Platynini","Platynus","Platynus",,"daviesi",,"Platynus daviesi","Bousquet","species",,"Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera: Adephaga) of America, north of Mexico. ZooKeys 245:1-1722.","doi: 10.3897/zookeys.245.3416","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"PLADEC","PLADEC",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Platynini","Platynus","Platynus",,"decentis",,"Platynus decentis","Say","species",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"PLAFAL","PLAFAL",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Platynini","Platynus","Dyscolus",,"falli",,"Platynus falli","Darlington","species",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"PLAHYP","PLAHYP",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Platynini","Platynus","Batenus",,"hypolithos",,"Platynus hypolithos","Say","species",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"PLAIND","PLAIND",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Platynini","Platynus","Platynus",,"indecentis",,"Platynus indecentis","Liebherr and Will","species",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"PLALAC","PLALAC",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Patrobinae","Patrobini","Platypatrobus",,,"lacustris",,"Platypatrobus lacustris","Darlington","species",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"PLALYR","PLALYR",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Platynini","Platynus","Dyscolus",,"lyratus",,"Platynus lyratus","Chaudoir","species",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"PLAMAN","PLAMAN",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Platynini","Platynus","Batenus",,"mannerheimii",,"Platynus mannerheimii","Dejean","species",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"PLAMEG","PLAMEG",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Platynini","Platynus","Dyscolus",,"megalops",,"Platynus megalops","Bates","species",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"PLAOPA","PLAOPA",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Platynini","Platynus","Platynus",,"opaculus",,"Platynus opaculus","LeConte","species",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"PLAOVA","PLAOVA",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Platynini","Platynus","Glyptolenopsis",,"ovatulus",,"Platynus ovatulus","Bates","species",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"PLAOVI","PLAOVI",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Platynini","Platynus","Platynus",,"ovipennis",,"Platynus ovipennis","Mannerheim","species",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"PLAPAR","PLAPAR",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Platynini","Platynus","Platynus",,"parmarginatus",,"Platynus parmarginatus","Hamilton","species",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"PLAPEC","PLAPEC",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Platynini","Platynus","Microplatynus",,"pecki",,"Platynus pecki","Barr","species",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"PLAPRO","PLAPRO",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Platynini","Platynus","Batenus",,"prognathus",,"Platynus prognathus","Van Dyke","species",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
